id,name,short_name,description,sector_id,country_id,year_established,chartable,hidden,urlslug
425,"Commercial Bank of Dubai","Commercial Bank of Dubai",,6,13,,1,0,commercial_bank_of_dubai
426,"Corniche Hospital ","Corniche Hospital ",,19,13,,1,0,corniche_hospital
427,"Corodex Industries","Corodex Industries",,7,13,,1,0,corodex_industries
428,"Cubic Art - Pixels Co.","Cubic Art - Pixels Co.",,15,13,,1,0,cubic_art
429,"Al Ghurair Iron and Steel","Al Ghurair ","Al Ghurair Iron & Steel LLC is the largest flat steel rolling & hot-dip galvanizing complex in the GCC region. Located strategically in the Industrial City of Abu Dhabi (ICAD), Mussafah, Abu Dhabi, the 500,000TPA facility caters to the requirement of the construction, fabrication & other non-automotive industries primarily in the MENA region. AGIS is a joint venture of the Al Ghurair Group, UAE and Nippon Steel & Sumitomo Metal Corporation, Japan.",10,13,,1,0,AGIS
430,"Al Hail Holding","Al Hail Holding","AL HAIL HOLDING is a leading investment company headquartered in Abu Dhabi. The company has operated successfully in this highly specialized sector and was incorporated in 2006. Al Hail Holding prides itself on a diverse portfolio across a wide category of sectors including investment & funds, financial services, healthcare, education, infrastructure, retail, real estate, communication, power & energy, technology and security. The company has made a substantial contribution to the diversification of the UAE economy and the development of government and private sector joint initiatives.",21,13,2006,1,0,alhail
431,"Al Mafraq Hospital",almafraq,"Mafraq Hospital is a 451-bed referral treatment institution, located about 35 km south-east of the UAE capital and serving one of the fastest-growing areas in the Emirate of Abu Dhabi. With around 2,000 professional staff, Mafraq's services include medicine, obstetrics, and pediatrics, as well as surgical and critical care services that support the trauma program. It also operates the largest burn unit in the country.",19,13,,1,0,almafraq
432,"Al Mansoor 3B Construction","Al Mansoor",,18,13,,1,0,almansoor
433,"Al Mansoori Specialized Engineering LLC","Al Mansoori","AlMansoori Specialized Engineering is the leading provider of oilfield services in the Middle East. Founded in Abu Dhabi, United Arab Emirates, in 1977, the company has grown to employ a skilled workforce of nearly 3,000 across 24 countries throughout the region.",15,13,1977,1,0,almansoori
434,ADCP,adcp,,16,13,,0,0,adcp
435,"Al Dhabi Contracting","al dhabi contracting",,18,13,,0,0,al_dhabi_contracting
436,"Al Gharbia Hospitals","al gharbia hospitals",,19,13,,0,0,al_gharbia_hospitals
437,"Al Mawaddah Society","al mawaddah society",,11,13,,0,0,al_mawaddah_society
438,"Al Noor Hospital","al noor hospital",,19,13,,0,0,al_noor_hospital
439,"Al Rahba Hospital","al rahba hospital",,19,13,,0,0,al_rahba_hospital
440,"Al Rostamani International Exchange","al rostamani international exchange",,6,13,,0,0,al_rostamani_international_exchange
441,"Al Rowad IT Solutions LLC","al rowad it solutions llc",,8,13,,0,0,al_rowad_it_solutions_llc
442,"Al Sabbah Elecrto Mechanical Contracting ","al sabbah elecrto mechanical contracting ",,18,13,,0,0,al_sabbah_elecrto_mechanical_contracting_
443,"Al Serkal Envirol ","al serkal envirol ",,24,13,,0,0,al_serkal_envirol_
444,"Al Shafar General Contracting L.L.C. (ASGC)","al shafar general contracting l.l.c. (asgc)",,18,13,,0,0,al_shafar_general_contracting_l.l.c._(asgc)
445,"Al Khawarizmi International College","al khawarizmi international college",,28,13,,0,0,al_khawarizmi_international_college
446,"Al Wathba Veolia Besix Waste Water","al wathba veolia besix waste water",,6,13,,0,0,al_wathba_veolia_besix_waste_water
447,"Alhilal Bank","alhilal bank",,6,13,,0,0,alhilal_bank
448,"Aloft Abu Dhabi Hotel","aloft abu dhabi hotel",,24,13,,0,0,aloft_abu_dhabi_hotel
449,"Altorath Consulting Engineering","altorath consulting engineering",,15,13,,0,0,altorath_consulting_engineering
450,"Ambulatory Healthcare Services ","ambulatory healthcare services ",,19,13,,0,0,ambulatory_healthcare_services_
451,"Apparel Group","apparel group",,16,13,,0,0,apparel_group
452,"Arab Bank for Investment and Foreign Trade- Al Masraf","arab bank for investment and foreign trade- al mas",,6,13,,0,0,arab_bank_for_investment_and_foreign_trade-_al_masraf
453,"Aster Pharmacy","aster pharmacy",,19,13,,0,0,aster_pharmacy
454,"Aswaaq LLC","aswaaq llc",,16,13,,0,0,aswaaq_llc
455,"Atlas Telecommunicaiton Est","atlas telecommunicaiton est",,8,13,,0,0,atlas_telecommunicaiton_est
456,"Dalma Mall","dalma mall",,24,13,,0,0,dalma_mall
457,"Danube Building Materials FZCO","danube building materials fzco",,18,13,,0,0,danube_building_materials_fzco
458,"Danube Home","danube home",,16,13,,0,0,danube_home
459,"DAS Holding LLC","das holding llc",,18,13,,0,0,das_holding_llc
460,"Deaifis Advocates and Legal Consultants","deaifis advocates and legal consultants",,15,13,,0,0,deaifis_advocates_and_legal_consultants
461,"Department of Planning & Development - Trakhees ","department of planning & development - trakhees ",,25,13,,0,0,department_of_planning_&_development_-_trakhees_
462,"DP World UAE Region","dp world uae region",,6,13,,0,0,dp_world_uae_region
463,"Drake & Scull International ","drake & scull international ",,18,13,,0,0,drake_&_scull_international_
464,"Dubai Aviation Engineering Projects Corporation","dubai aviation engineering projects corporation",,18,13,,0,0,dubai_aviation_engineering_projects_corporation
465,"Dubai Cable Company (Pvt) Ltd (Ducab)","dubai cable company (pvt) ltd (ducab)",,16,13,,0,0,dubai_cable_company_(pvt)_ltd_(ducab)
466,"Dubai Central Laboratory Department","dubai central laboratory department",,23,13,,0,0,dubai_central_laboratory_department
467,"Dubai Islamic Bank","dubai islamic bank",,6,13,,0,0,dubai_islamic_bank
468,"Dubai Parks and Resorts","dubai parks and resorts",,24,13,,0,0,dubai_parks_and_resorts
469,"Dubai Taxi Corporation","dubai taxi corporation",,5,13,,0,0,dubai_taxi_corporation
470,"Eastern Motors ","eastern motors ",,5,13,,0,0,eastern_motors_
471,"EFS Facilities Management Services LLC","efs facilities management services llc",,15,13,,0,0,efs_facilities_management_services_llc
472,"Elite Agro LLC","elite agro llc",,16,13,,0,0,elite_agro_llc
473,"Elite Design & Engineering Consultancy ","elite design & engineering consultancy ",,15,13,,0,0,elite_design_&_engineering_consultancy_
474,"Emirates Driving Company","emirates driving company",,5,13,,0,0,emirates_driving_company
475,"Emirates Gas LLC","emirates gas llc",,1,13,,0,0,emirates_gas_llc
476,"Emirates Group Security","emirates group security",,15,13,,0,0,emirates_group_security
477,"Emirates Insurance Company (PSC)","emirates insurance company (psc)",,27,13,,0,0,emirates_insurance_company_(psc)
478,"Emirates Motor Company","emirates motor company",,5,13,,0,0,emirates_motor_company
479,"Emirates National Chemical Co. (EMICHEM)","emirates national chemical co. (emichem)",,9,13,,0,0,emirates_national_chemical_co._(emichem)
480,"Emirates Real Estate Coropration ","emirates real estate coropration ",,17,13,,0,0,emirates_real_estate_coropration_
481,"Emirates Steel Industries ","emirates steel industries ",,7,13,,0,0,emirates_steel_industries_
482,"Emirates Technical Associates","emirates technical associates",,15,13,,0,0,emirates_technical_associates
483,"Emirates Technical Associates - Power Projects Division","emirates technical associates - power projects div",,15,13,,0,0,emirates_technical_associates_-_power_projects_division
484,"Emirates Technical Association M&E Division","emirates technical association m&e division",,15,13,,0,0,emirates_technical_association_m&e_division
485,"Emircom LLC","emircom llc",,8,13,,0,0,emircom_llc
486,"Engineering Maintenance Company- EMCO","engineering maintenance company- emco",,7,13,,0,0,engineering_maintenance_company-_emco
487,"Esnaad - Petroleum Services Company ","esnaad - petroleum services company ",,9,13,,0,0,esnaad_-_petroleum_services_company_
488,"Etihad Aiport Services - Cargo","etihad aiport services - cargo",,5,13,,0,0,etihad_aiport_services_-_cargo
